id_registro,fecha_registro,id_barrio,id_comercio,ventas_mensuales_usd,alquiler_promedio_m2,afluencia_peatonal,costo_operativo_usd,porcentaje_descuento_renta
REG000731,2025-10-31,BAR006,COM002,8409,10.64,3502,5307,0.0
REG000732,2025-10-31,BAR006,COM004,4900,10.62,1775,3484,0.0
REG000733,2025-10-31,BAR007,COM010,5403,8.94,2451,3648,0.0
REG000734,2025-10-31,BAR007,COM011,6822,8.98,2620,4359,0.0
REG000735,2025-10-31,BAR008,COM024,12259,18.78,5816,8024,0.0
REG000736,2025-10-31,BAR008,COM025,6827,17.84,3574,4724,0.0
REG000737,2025-10-31,BAR008,COM009,91266,22.04,7168,113443,0.0
REG000738,2025-10-31,BAR002,COM020,23537,56.09,11893,21846,0.0
REG000739,2025-10-31,BAR002,COM022,16457,58.19,7406,13022,0.0
REG000740,2025-10-31,BAR002,COM008,171152,56.54,15445,277225,0.0
REG000741,2025-10-31,BAR003,COM023,253546,83.26,18103,492073,0.0
REG000742,2025-10-31,BAR003,COM021,24319,83.34,9911,19738,0.0
REG000743,2025-10-31,BAR004,COM023,182958,49.45,14723,317224,0.0
REG000744,2025-10-31,BAR001,COM019,7541,19.16,3267,6078,0.15
REG000745,2025-10-31,BAR001,COM015,91359,23.99,6512,102818,0.0
REG000746,2025-10-31,BAR005,COM003,4826,13.53,1860,3514,0.1
REG000747,2025-10-31,BAR005,COM008,117851,17.84,10040,137659,0.0
REG000748,2025-11-30,BAR006,COM001,5216,10.53,2345,3597,0.0
REG000749,2025-11-30,BAR006,COM002,9453,11.1,4276,5884,0.0
REG000750,2025-11-30,BAR006,COM004,4636,10.59,2015,3476,0.0
REG000751,2025-11-30,BAR007,COM010,5191,8.87,2555,3463,0.0
REG000752,2025-11-30,BAR007,COM011,7115,8.67,2672,4331,0.0
REG000753,2025-11-30,BAR008,COM024,10833,18.0,6000,7198,0.0
REG000754,2025-11-30,BAR008,COM025,7009,18.8,3382,4781,0.0
REG000755,2025-11-30,BAR008,COM009,99100,21.61,8339,117257,0.0
REG000756,2025-11-30,BAR002,COM020,21865,59.42,11895,21101,0.0
REG000757,2025-11-30,BAR002,COM022,14734,56.98,6187,12186,0.0
REG000758,2025-11-30,BAR002,COM008,189044,57.25,16206,292142,0.0
REG000759,2025-11-30,BAR003,COM023,229689,82.89,19003,471952,0.0
REG000760,2025-11-30,BAR003,COM021,22167,82.18,9234,18573,0.0
REG000761,2025-11-30,BAR004,COM023,175552,48.89,15098,309097,0.0
REG000762,2025-11-30,BAR001,COM019,6609,19.66,2801,5645,0.15
REG000763,2025-11-30,BAR001,COM015,83922,25.19,6701,98009,0.0
REG000764,2025-11-30,BAR005,COM003,4632,13.49,1834,3406,0.1
REG000765,2025-11-30,BAR005,COM008,122238,18.31,9873,143050,0.0
REG000766,2025-12-31,BAR006,COM001,6444,10.6,2791,4422,0.0
REG000767,2025-12-31,BAR006,COM002,9862,10.78,5042,6117,0.0
REG000768,2025-12-31,BAR006,COM004,5613,10.92,2870,4178,0.0
REG000769,2025-12-31,BAR007,COM010,6010,8.81,3032,4192,0.0
REG000770,2025-12-31,BAR007,COM011,8602,8.78,3657,5055,0.0
REG000771,2025-12-31,BAR008,COM024,14472,18.46,7128,9435,0.0
REG000772,2025-12-31,BAR008,COM025,8602,18.59,4144,5659,0.0
REG000773,2025-12-31,BAR008,COM009,111568,22.44,10567,130359,0.0
REG000774,2025-12-31,BAR002,COM020,26196,58.66,13837,23702,0.0
REG000775,2025-12-31,BAR002,COM022,20111,59.39,8303,15355,0.0
REG000776,2025-12-31,BAR002,COM008,235515,60.4,17078,335835,0.0
REG000777,2025-12-31,BAR003,COM023,295659,83.14,24208,523156,0.0
REG000778,2025-12-31,BAR003,COM021,29005,85.46,12284,22711,0.0
REG000779,2025-12-31,BAR004,COM023,206308,51.26,17534,341626,0.0
REG000780,2025-12-31,BAR001,COM019,6906,21.32,3094,5973,0.15
REG000781,2025-12-31,BAR001,COM015,96425,25.63,8744,108038,0.0
REG000782,2025-12-31,BAR005,COM003,4466,14.0,1963,3170,0.1
REG000783,2025-12-31,BAR005,COM008,137978,18.78,12823,155860,0.0
